Observation,Grade,Label,Prediction,Threshold,New Prediction,Explanation,Change
455,D,False,0.09331420017596558,0.05,0.049777221512965965,1,fico_range_low from 670.0000000000001 to 695.6427500000001
456,A,False,0.021429582423827948,0.05,0.06273015954019934,1,fico_range_low from 750.0000000000001 to 695.6427500000001
456,A,False,0.021429582423827948,0.05,0.05306039127586667,2,verification_status::Not Verified from 1.0 to 0.0
456,A,False,0.021429582423827948,0.05,0.05306039127586667,2,verification_status::Source Verified from 0.0 to 1.0
456,A,False,0.021429582423827948,0.05,0.08666456436953811,3,dti from 0.5016606606606607 to 2.0512227454354353
456,A,False,0.021429582423827948,0.05,0.08666456436953811,3,fico_range_high from 753.9999999999999 to 699.6428999999999
456,A,False,0.021429582423827948,0.05,0.08121711472297014,4,open_acc from 4.890625 to 14.77534140625
456,A,False,0.021429582423827948,0.05,0.08121711472297014,4,fico_range_high from 753.9999999999999 to 699.6428999999999
456,A,False,0.021429582423827948,0.05,0.06511704769997397,5,revol_bal from 2892.2198176592306 to 12602.222474979331
456,A,False,0.021429582423827948,0.05,0.06511704769997397,5,fico_range_high from 753.9999999999999 to 699.6428999999999
456,A,False,0.021429582423827948,0.05,0.05317708039575143,6,fico_range_high from 753.9999999999999 to 699.6428999999999
456,A,False,0.021429582423827948,0.05,0.05317708039575143,6,revol_util from 47.521790123456796 to 50.401448533641975
456,A,False,0.021429582423827948,0.05,0.05317708039575143,6,emp_length::10+ years from 0.0 to 1.0
456,A,False,0.021429582423827948,0.05,0.05317708039575143,6,emp_length::2 years from 1.0 to 0.0
456,A,False,0.021429582423827948,0.05,0.05290435312302416,7,loan_amnt from 11999.999999999998 to 14398.863749999999
456,A,False,0.021429582423827948,0.05,0.05290435312302416,7,fico_range_high from 753.9999999999999 to 699.6428999999999
456,A,False,0.021429582423827948,0.05,0.05290435312302416,7,emp_length::10+ years from 0.0 to 1.0
456,A,False,0.021429582423827948,0.05,0.05290435312302416,7,emp_length::2 years from 1.0 to 0.0
456,A,False,0.021429582423827948,0.05,0.05128338150205254,8,fico_range_high from 753.9999999999999 to 699.6428999999999
456,A,False,0.021429582423827948,0.05,0.05128338150205254,8,cr_hist from 128.8979446822735 to 171.39587691412487
456,A,False,0.021429582423827948,0.05,0.05128338150205254,8,emp_length::10+ years from 0.0 to 1.0
456,A,False,0.021429582423827948,0.05,0.05128338150205254,8,emp_length::2 years from 1.0 to 0.0
456,A,False,0.021429582423827948,0.05,0.05111909612649956,9,annual_inc from 49985.83282636777 to 66085.45986557804
456,A,False,0.021429582423827948,0.05,0.05111909612649956,9,fico_range_high from 753.9999999999999 to 699.6428999999999
456,A,False,0.021429582423827948,0.05,0.05111909612649956,9,emp_length::10+ years from 0.0 to 1.0
456,A,False,0.021429582423827948,0.05,0.05111909612649956,9,emp_length::2 years from 1.0 to 0.0
457,A,False,0.10026352704312998,0.05,0.04784753518903216,1,dti from 2.668383783783784 to 2.0512227454354353
457,A,False,0.10026352704312998,0.05,0.04784753518903216,1,open_acc from 19.15625 to 14.77534140625
457,A,False,0.10026352704312998,0.05,0.04784753518903216,1,revol_util from 73.33845679012346 to 50.401448533641975
457,A,False,0.10026352704312998,0.05,0.04784753518903216,1,purpose::debt_consolidation from 0.0 to 1.0
457,A,False,0.10026352704312998,0.05,0.04784753518903216,1,purpose::vacation from 1.0 to 0.0
458,A,False,0.0697032211080439,0.05,0.032511132658191486,1,purpose::debt_consolidation from 0.0 to 1.0
458,A,False,0.0697032211080439,0.05,0.032511132658191486,1,purpose::small_business from 1.0 to 0.0
458,A,False,0.0697032211080439,0.05,0.039240149999523126,2,cr_hist from 114.29594021491792 to 171.39587691412487
458,A,False,0.0697032211080439,0.05,0.04511214275920158,3,verification_status::Source Verified from 0.0 to 1.0
458,A,False,0.0697032211080439,0.05,0.04511214275920158,3,verification_status::Verified from 1.0 to 0.0
459,C,False,0.156607817356617,0.05,,0,No Explanation
460,E,False,0.25283957300757515,0.05,,0,No Explanation
461,B,False,0.3133108865259766,0.05,0.04084182606669088,1,loan_amnt from 6000.0 to 14398.863749999999
461,B,False,0.3133108865259766,0.05,0.04084182606669088,1,revol_bal from 1622.9945972486887 to 12602.222474979331
461,B,False,0.3133108865259766,0.05,0.04084182606669088,1,purpose::debt_consolidation from 0.0 to 1.0
461,B,False,0.3133108865259766,0.05,0.04084182606669088,1,purpose::small_business from 1.0 to 0.0
461,B,False,0.3133108865259766,0.05,0.04084182606669088,1,home_ownership::MORTGAGE from 0.0 to 1.0
461,B,False,0.3133108865259766,0.05,0.04084182606669088,1,home_ownership::RENT from 1.0 to 0.0
461,B,False,0.3133108865259766,0.05,0.04084182606669088,1,term:: 36 months from 0.0 to 1.0
461,B,False,0.3133108865259766,0.05,0.04084182606669088,1,term:: 60 months from 1.0 to 0.0
462,A,False,0.13706303144494209,0.05,0.04043130640944193,1,loan_amnt from 4000.0 to 14398.863749999999
462,A,False,0.13706303144494209,0.05,0.04043130640944193,1,annual_inc from 28217.397741572568 to 66085.45986557804
462,A,False,0.13706303144494209,0.05,0.04043130640944193,1,open_acc from 8.78125 to 14.77534140625
462,A,False,0.13706303144494209,0.05,0.04043130640944193,1,cr_hist from 229.44559633369678 to 171.39587691412487
462,A,False,0.13706303144494209,0.05,0.04327220371707486,2,loan_amnt from 4000.0 to 14398.863749999999
462,A,False,0.13706303144494209,0.05,0.04327220371707486,2,annual_inc from 28217.397741572568 to 66085.45986557804
462,A,False,0.13706303144494209,0.05,0.04327220371707486,2,open_acc from 8.78125 to 14.77534140625
462,A,False,0.13706303144494209,0.05,0.04327220371707486,2,home_ownership::MORTGAGE from 0.0 to 1.0
462,A,False,0.13706303144494209,0.05,0.04327220371707486,2,home_ownership::RENT from 1.0 to 0.0
462,A,False,0.13706303144494209,0.05,0.048713012610971794,3,loan_amnt from 4000.0 to 14398.863749999999
462,A,False,0.13706303144494209,0.05,0.048713012610971794,3,funded_amnt from 4000.0 to 14391.65375
462,A,False,0.13706303144494209,0.05,0.048713012610971794,3,annual_inc from 28217.397741572568 to 66085.45986557804
462,A,False,0.13706303144494209,0.05,0.048713012610971794,3,open_acc from 8.78125 to 14.77534140625
462,A,False,0.13706303144494209,0.05,0.04985263671312517,4,loan_amnt from 4000.0 to 14398.863749999999
462,A,False,0.13706303144494209,0.05,0.04985263671312517,4,annual_inc from 28217.397741572568 to 66085.45986557804
462,A,False,0.13706303144494209,0.05,0.04985263671312517,4,dti from 2.234362762762763 to 2.0512227454354353
462,A,False,0.13706303144494209,0.05,0.04985263671312517,4,open_acc from 8.78125 to 14.77534140625
462,A,False,0.13706303144494209,0.05,0.04985263671312517,4,purpose::debt_consolidation from 0.0 to 1.0
462,A,False,0.13706303144494209,0.05,0.04985263671312517,4,purpose::moving from 1.0 to 0.0
463,C,False,0.05813257425374313,0.05,0.03914315626432515,1,delinq_2yrs from 1.0 to 0.3146
463,C,False,0.05813257425374313,0.05,0.04143095581372499,2,emp_length::10+ years from 0.0 to 1.0
463,C,False,0.05813257425374313,0.05,0.04143095581372499,2,emp_length::3 years from 1.0 to 0.0
463,C,False,0.05813257425374313,0.05,0.0483227415487313,3,fico_range_low from 680.0 to 695.6427500000001
463,C,False,0.05813257425374313,0.05,0.049387689508858384,4,revol_util from 79.36234567901234 to 50.401448533641975
463,C,False,0.05813257425374313,0.05,0.0456586892780608,5,revol_bal from 6051.318288020923 to 12602.222474979331
463,C,False,0.05813257425374313,0.05,0.0456586892780608,5,fico_range_high from 684.0 to 699.6428999999999
463,C,False,0.05813257425374313,0.05,0.0456586892780608,5,purpose::debt_consolidation from 0.0 to 1.0
463,C,False,0.05813257425374313,0.05,0.0456586892780608,5,purpose::major_purchase from 1.0 to 0.0
464,B,True,0.22196974800286634,0.05,0.047532253968613956,1,term:: 36 months from 0.0 to 1.0
464,B,True,0.22196974800286634,0.05,0.047532253968613956,1,term:: 60 months from 1.0 to 0.0
465,D,False,0.340436456383538,0.05,0.02624550225483668,1,annual_inc from 46098.612275511485 to 66085.45986557804
465,D,False,0.340436456383538,0.05,0.02624550225483668,1,dti from 2.28621981981982 to 2.0512227454354353
465,D,False,0.340436456383538,0.05,0.02624550225483668,1,fico_range_high from 674.0 to 699.6428999999999
465,D,False,0.340436456383538,0.05,0.02624550225483668,1,fico_range_low from 670.0000000000001 to 695.6427500000001
465,D,False,0.340436456383538,0.05,0.02624550225483668,1,revol_util from 81.17907407407407 to 50.401448533641975
465,D,False,0.340436456383538,0.05,0.02624550225483668,1,cr_hist from 50.66283370630655 to 171.39587691412487
465,D,False,0.340436456383538,0.05,0.02624550225483668,1,emp_length::10+ years from 0.0 to 1.0
465,D,False,0.340436456383538,0.05,0.02624550225483668,1,emp_length::4 years from 1.0 to 0.0
465,D,False,0.340436456383538,0.05,0.02624550225483668,1,term:: 36 months from 0.0 to 1.0
465,D,False,0.340436456383538,0.05,0.02624550225483668,1,term:: 60 months from 1.0 to 0.0
466,A,True,0.18845590890018132,0.05,0.03328094646512856,1,home_ownership::MORTGAGE from 0.0 to 1.0
466,A,True,0.18845590890018132,0.05,0.03328094646512856,1,home_ownership::RENT from 1.0 to 0.0
466,A,True,0.18845590890018132,0.05,0.03328094646512856,1,term:: 36 months from 0.0 to 1.0
466,A,True,0.18845590890018132,0.05,0.03328094646512856,1,term:: 60 months from 1.0 to 0.0
466,A,True,0.18845590890018132,0.05,0.04752959321380375,2,annual_inc from 30549.730072086342 to 66085.45986557804
466,A,True,0.18845590890018132,0.05,0.04752959321380375,2,purpose::debt_consolidation from 0.0 to 1.0
466,A,True,0.18845590890018132,0.05,0.04752959321380375,2,purpose::moving from 1.0 to 0.0
466,A,True,0.18845590890018132,0.05,0.04752959321380375,2,term:: 36 months from 0.0 to 1.0
466,A,True,0.18845590890018132,0.05,0.04752959321380375,2,term:: 60 months from 1.0 to 0.0
466,A,True,0.18845590890018132,0.05,0.04764956882135699,3,annual_inc from 30549.730072086342 to 66085.45986557804
466,A,True,0.18845590890018132,0.05,0.04764956882135699,3,cr_hist from 140.05421502000164 to 171.39587691412487
466,A,True,0.18845590890018132,0.05,0.04764956882135699,3,emp_length::10+ years from 0.0 to 1.0
466,A,True,0.18845590890018132,0.05,0.04764956882135699,3,emp_length::5 years from 1.0 to 0.0
466,A,True,0.18845590890018132,0.05,0.04764956882135699,3,term:: 36 months from 0.0 to 1.0
466,A,True,0.18845590890018132,0.05,0.04764956882135699,3,term:: 60 months from 1.0 to 0.0
466,A,True,0.18845590890018132,0.05,0.0414522013389044,4,funded_amnt from 8000.0 to 14391.65375
466,A,True,0.18845590890018132,0.05,0.0414522013389044,4,annual_inc from 30549.730072086342 to 66085.45986557804
466,A,True,0.18845590890018132,0.05,0.0414522013389044,4,revol_bal from 4023.350851496988 to 12602.222474979331
466,A,True,0.18845590890018132,0.05,0.0414522013389044,4,open_acc from 6.1875 to 14.77534140625
466,A,True,0.18845590890018132,0.05,0.0414522013389044,4,emp_length::10+ years from 0.0 to 1.0
466,A,True,0.18845590890018132,0.05,0.0414522013389044,4,emp_length::5 years from 1.0 to 0.0
466,A,True,0.18845590890018132,0.05,0.0414522013389044,4,term:: 36 months from 0.0 to 1.0
466,A,True,0.18845590890018132,0.05,0.0414522013389044,4,term:: 60 months from 1.0 to 0.0
467,B,False,0.11890418627027236,0.05,0.021723057644110276,1,term:: 36 months from 0.0 to 1.0
467,B,False,0.11890418627027236,0.05,0.021723057644110276,1,term:: 60 months from 1.0 to 0.0
468,B,False,0.2409784049693418,0.05,0.047675787070546795,1,annual_inc from 30549.730072086342 to 66085.45986557804
468,B,False,0.2409784049693418,0.05,0.047675787070546795,1,revol_util from 67.69703703703703 to 50.401448533641975
468,B,False,0.2409784049693418,0.05,0.047675787070546795,1,term:: 36 months from 0.0 to 1.0
468,B,False,0.2409784049693418,0.05,0.047675787070546795,1,term:: 60 months from 1.0 to 0.0
468,B,False,0.2409784049693418,0.05,0.04921878232605546,2,annual_inc from 30549.730072086342 to 66085.45986557804
468,B,False,0.2409784049693418,0.05,0.04921878232605546,2,pub_rec from 0.6785714285714285 to 0.14473928571428568
468,B,False,0.2409784049693418,0.05,0.04921878232605546,2,term:: 36 months from 0.0 to 1.0
468,B,False,0.2409784049693418,0.05,0.04921878232605546,2,term:: 60 months from 1.0 to 0.0
468,B,False,0.2409784049693418,0.05,0.04816963518376898,3,loan_amnt from 4800.0 to 14398.863749999999
468,B,False,0.2409784049693418,0.05,0.04816963518376898,3,funded_amnt from 4800.0 to 14391.65375
468,B,False,0.2409784049693418,0.05,0.04816963518376898,3,annual_inc from 30549.730072086342 to 66085.45986557804
468,B,False,0.2409784049693418,0.05,0.04816963518376898,3,revol_bal from 2857.3083659975714 to 12602.222474979331
468,B,False,0.2409784049693418,0.05,0.04816963518376898,3,term:: 36 months from 0.0 to 1.0
468,B,False,0.2409784049693418,0.05,0.04816963518376898,3,term:: 60 months from 1.0 to 0.0
469,C,False,0.17404778345478747,0.05,0.04699178177501426,1,dti from 1.7169195195195195 to 2.0512227454354353
469,C,False,0.17404778345478747,0.05,0.04699178177501426,1,revol_bal from 5776.6815349492035 to 12602.222474979331
469,C,False,0.17404778345478747,0.05,0.04699178177501426,1,fico_range_high from 669.0 to 699.6428999999999
469,C,False,0.17404778345478747,0.05,0.04699178177501426,1,fico_range_low from 665.0 to 695.6427500000001
469,C,False,0.17404778345478747,0.05,0.04699178177501426,1,cr_hist from 100.51300369640825 to 171.39587691412487
469,C,False,0.17404778345478747,0.05,0.03330532212885154,2,annual_inc from 47847.86152339681 to 66085.45986557804
469,C,False,0.17404778345478747,0.05,0.03330532212885154,2,revol_bal from 5776.6815349492035 to 12602.222474979331
469,C,False,0.17404778345478747,0.05,0.03330532212885154,2,delinq_2yrs from 3.0 to 0.3146
469,C,False,0.17404778345478747,0.05,0.03330532212885154,2,fico_range_high from 669.0 to 699.6428999999999
469,C,False,0.17404778345478747,0.05,0.03330532212885154,2,fico_range_low from 665.0 to 695.6427500000001
469,C,False,0.17404778345478747,0.05,0.03330532212885154,2,cr_hist from 100.51300369640825 to 171.39587691412487
469,C,False,0.17404778345478747,0.05,0.04742145784336529,3,loan_amnt from 4750.0 to 14398.863749999999
469,C,False,0.17404778345478747,0.05,0.04742145784336529,3,revol_bal from 5776.6815349492035 to 12602.222474979331
469,C,False,0.17404778345478747,0.05,0.04742145784336529,3,delinq_2yrs from 3.0 to 0.3146
469,C,False,0.17404778345478747,0.05,0.04742145784336529,3,fico_range_high from 669.0 to 699.6428999999999
469,C,False,0.17404778345478747,0.05,0.04742145784336529,3,fico_range_low from 665.0 to 695.6427500000001
469,C,False,0.17404778345478747,0.05,0.04742145784336529,3,cr_hist from 100.51300369640825 to 171.39587691412487
470,B,False,0.1843839946488883,0.05,,0,No Explanation
471,B,False,0.2509345087132269,0.05,,0,No Explanation
472,A,False,0.09422223627110844,0.05,0.0438908522555139,1,dti from 2.411353153153153 to 2.0512227454354353
472,A,False,0.09422223627110844,0.05,0.0436309427254876,2,annual_inc from 44077.25758906621 to 66085.45986557804
472,A,False,0.09422223627110844,0.05,0.0436309427254876,2,emp_length::10+ years from 0.0 to 1.0
472,A,False,0.09422223627110844,0.05,0.0436309427254876,2,emp_length::nan from 1.0 to 0.0
472,A,False,0.09422223627110844,0.05,0.04670200990247174,3,annual_inc from 44077.25758906621 to 66085.45986557804
472,A,False,0.09422223627110844,0.05,0.04670200990247174,3,cr_hist from 217.38552688000075 to 171.39587691412487
472,A,False,0.09422223627110844,0.05,0.04835036155082339,4,funded_amnt from 13499.999999999998 to 14391.65375
472,A,False,0.09422223627110844,0.05,0.04835036155082339,4,annual_inc from 44077.25758906621 to 66085.45986557804
472,A,False,0.09422223627110844,0.05,0.04905322885895385,5,loan_amnt from 13499.999999999998 to 14398.863749999999
472,A,False,0.09422223627110844,0.05,0.04905322885895385,5,annual_inc from 44077.25758906621 to 66085.45986557804
472,A,False,0.09422223627110844,0.05,0.04905322885895385,5,open_acc from 19.15625 to 14.77534140625
472,A,False,0.09422223627110844,0.05,0.04978226298272482,6,loan_amnt from 13499.999999999998 to 14398.863749999999
472,A,False,0.09422223627110844,0.05,0.04978226298272482,6,annual_inc from 44077.25758906621 to 66085.45986557804
472,A,False,0.09422223627110844,0.05,0.04978226298272482,6,revol_bal from 10859.013086849855 to 12602.222474979331
473,D,False,0.25268710713751596,0.05,,0,No Explanation
474,B,True,0.1485756431075972,0.05,0.022901650586618968,1,annual_inc from 434820.66736114013 to 66085.45986557804
474,B,True,0.1485756431075972,0.05,0.022901650586618968,1,revol_bal from 6268.545098360136 to 12602.222474979331
474,B,True,0.1485756431075972,0.05,0.022901650586618968,1,cr_hist from 123.7575872102064 to 171.39587691412487
474,B,True,0.1485756431075972,0.05,0.022901650586618968,1,emp_length::10+ years from 0.0 to 1.0
474,B,True,0.1485756431075972,0.05,0.022901650586618968,1,emp_length::4 years from 1.0 to 0.0
474,B,True,0.1485756431075972,0.05,0.022901650586618968,1,purpose::debt_consolidation from 0.0 to 1.0
474,B,True,0.1485756431075972,0.05,0.022901650586618968,1,purpose::home_improvement from 1.0 to 0.0
475,A,False,0.08548043715871198,0.05,0.0411452715949293,1,revol_bal from 30399.340486898953 to 12602.222474979331
475,A,False,0.08548043715871198,0.05,0.0411452715949293,1,fico_range_high from 774.0000000000001 to 699.6428999999999
475,A,False,0.08548043715871198,0.05,0.0411452715949293,1,cr_hist from 275.03096424532515 to 171.39587691412487
475,A,False,0.08548043715871198,0.05,0.0411452715949293,1,term:: 36 months from 0.0 to 1.0
475,A,False,0.08548043715871198,0.05,0.0411452715949293,1,term:: 60 months from 1.0 to 0.0
475,A,False,0.08548043715871198,0.05,0.04848842637219745,2,revol_bal from 30399.340486898953 to 12602.222474979331
475,A,False,0.08548043715871198,0.05,0.04848842637219745,2,cr_hist from 275.03096424532515 to 171.39587691412487
475,A,False,0.08548043715871198,0.05,0.04848842637219745,2,purpose::car from 1.0 to 0.0
475,A,False,0.08548043715871198,0.05,0.04848842637219745,2,purpose::debt_consolidation from 0.0 to 1.0
475,A,False,0.08548043715871198,0.05,0.04848842637219745,2,term:: 36 months from 0.0 to 1.0
475,A,False,0.08548043715871198,0.05,0.04848842637219745,2,term:: 60 months from 1.0 to 0.0
475,A,False,0.08548043715871198,0.05,0.04895248926253423,3,dti from 2.277201201201201 to 2.0512227454354353
475,A,False,0.08548043715871198,0.05,0.04895248926253423,3,revol_bal from 30399.340486898953 to 12602.222474979331
475,A,False,0.08548043715871198,0.05,0.04895248926253423,3,cr_hist from 275.03096424532515 to 171.39587691412487
475,A,False,0.08548043715871198,0.05,0.04895248926253423,3,term:: 36 months from 0.0 to 1.0
475,A,False,0.08548043715871198,0.05,0.04895248926253423,3,term:: 60 months from 1.0 to 0.0
475,A,False,0.08548043715871198,0.05,0.04918317020532372,4,loan_amnt from 7000.0 to 14398.863749999999
475,A,False,0.08548043715871198,0.05,0.04918317020532372,4,revol_bal from 30399.340486898953 to 12602.222474979331
475,A,False,0.08548043715871198,0.05,0.04918317020532372,4,cr_hist from 275.03096424532515 to 171.39587691412487
475,A,False,0.08548043715871198,0.05,0.04918317020532372,4,term:: 36 months from 0.0 to 1.0
475,A,False,0.08548043715871198,0.05,0.04918317020532372,4,term:: 60 months from 1.0 to 0.0
476,C,False,0.2636948060847931,0.05,0.046185568219812394,1,annual_inc from 38324.17117379892 to 66085.45986557804
476,C,False,0.2636948060847931,0.05,0.046185568219812394,1,fico_range_high from 664.0 to 699.6428999999999
476,C,False,0.2636948060847931,0.05,0.046185568219812394,1,fico_range_low from 660.0 to 695.6427500000001
476,C,False,0.2636948060847931,0.05,0.046185568219812394,1,revol_util from 40.3504938271605 to 50.401448533641975
476,C,False,0.2636948060847931,0.05,0.046185568219812394,1,purpose::car from 1.0 to 0.0
476,C,False,0.2636948060847931,0.05,0.046185568219812394,1,purpose::debt_consolidation from 0.0 to 1.0
476,C,False,0.2636948060847931,0.05,0.046185568219812394,1,home_ownership::MORTGAGE from 0.0 to 1.0
476,C,False,0.2636948060847931,0.05,0.046185568219812394,1,home_ownership::RENT from 1.0 to 0.0
476,C,False,0.2636948060847931,0.05,0.04708369542550902,2,annual_inc from 38324.17117379892 to 66085.45986557804
476,C,False,0.2636948060847931,0.05,0.04708369542550902,2,delinq_2yrs from 2.0 to 0.3146
476,C,False,0.2636948060847931,0.05,0.04708369542550902,2,fico_range_high from 664.0 to 699.6428999999999
476,C,False,0.2636948060847931,0.05,0.04708369542550902,2,fico_range_low from 660.0 to 695.6427500000001
476,C,False,0.2636948060847931,0.05,0.04708369542550902,2,purpose::car from 1.0 to 0.0
476,C,False,0.2636948060847931,0.05,0.04708369542550902,2,purpose::debt_consolidation from 0.0 to 1.0
476,C,False,0.2636948060847931,0.05,0.04708369542550902,2,home_ownership::MORTGAGE from 0.0 to 1.0
476,C,False,0.2636948060847931,0.05,0.04708369542550902,2,home_ownership::RENT from 1.0 to 0.0
476,C,False,0.2636948060847931,0.05,0.04921483628955596,3,loan_amnt from 5099.999999999999 to 14398.863749999999
476,C,False,0.2636948060847931,0.05,0.04921483628955596,3,annual_inc from 38324.17117379892 to 66085.45986557804
476,C,False,0.2636948060847931,0.05,0.04921483628955596,3,revol_bal from 5607.554946899389 to 12602.222474979331
476,C,False,0.2636948060847931,0.05,0.04921483628955596,3,fico_range_high from 664.0 to 699.6428999999999
476,C,False,0.2636948060847931,0.05,0.04921483628955596,3,fico_range_low from 660.0 to 695.6427500000001
476,C,False,0.2636948060847931,0.05,0.04921483628955596,3,cr_hist from 164.14611020501962 to 171.39587691412487
476,C,False,0.2636948060847931,0.05,0.04921483628955596,3,purpose::car from 1.0 to 0.0
476,C,False,0.2636948060847931,0.05,0.04921483628955596,3,purpose::debt_consolidation from 0.0 to 1.0
476,C,False,0.2636948060847931,0.05,0.04921483628955596,3,home_ownership::MORTGAGE from 0.0 to 1.0
476,C,False,0.2636948060847931,0.05,0.04921483628955596,3,home_ownership::RENT from 1.0 to 0.0
477,B,False,0.15904170184144417,0.05,0.049424835921013335,1,loan_amnt from 5000.0 to 14398.863749999999
477,B,False,0.15904170184144417,0.05,0.049424835921013335,1,revol_bal from 1906.1652607265908 to 12602.222474979331
477,B,False,0.15904170184144417,0.05,0.049424835921013335,1,term:: 36 months from 0.0 to 1.0
477,B,False,0.15904170184144417,0.05,0.049424835921013335,1,term:: 60 months from 1.0 to 0.0
477,B,False,0.15904170184144417,0.05,0.04963345416684647,2,loan_amnt from 5000.0 to 14398.863749999999
477,B,False,0.15904170184144417,0.05,0.04963345416684647,2,purpose::debt_consolidation from 0.0 to 1.0
477,B,False,0.15904170184144417,0.05,0.04963345416684647,2,purpose::home_improvement from 1.0 to 0.0
477,B,False,0.15904170184144417,0.05,0.04963345416684647,2,term:: 36 months from 0.0 to 1.0
477,B,False,0.15904170184144417,0.05,0.04963345416684647,2,term:: 60 months from 1.0 to 0.0
478,D,True,0.24005691770565463,0.05,,0,No Explanation
479,C,False,0.09589145279326398,0.05,0.047917279738604046,1,loan_amnt from 10525.0 to 14398.863749999999
479,C,False,0.09589145279326398,0.05,0.047917279738604046,1,fico_range_low from 690.0 to 695.6427500000001
479,C,False,0.09589145279326398,0.05,0.047917279738604046,1,revol_util from 34.422222222222224 to 50.401448533641975
479,C,False,0.09589145279326398,0.05,0.047917279738604046,1,cr_hist from 108.22353990450895 to 171.39587691412487
480,B,False,0.18003129135714083,0.05,0.044566903470497445,1,annual_inc from 30549.730072086342 to 66085.45986557804
480,B,False,0.18003129135714083,0.05,0.044566903470497445,1,dti from 2.7732252252252256 to 2.0512227454354353
480,B,False,0.18003129135714083,0.05,0.044566903470497445,1,cr_hist from 227.69448554650904 to 171.39587691412487
480,B,False,0.18003129135714083,0.05,0.044566903470497445,1,term:: 36 months from 0.0 to 1.0
480,B,False,0.18003129135714083,0.05,0.044566903470497445,1,term:: 60 months from 1.0 to 0.0
481,B,False,0.20660296633030611,0.05,0.039429920633008854,1,revol_bal from 4785.97211779501 to 12602.222474979331
481,B,False,0.20660296633030611,0.05,0.039429920633008854,1,home_ownership::MORTGAGE from 0.0 to 1.0
481,B,False,0.20660296633030611,0.05,0.039429920633008854,1,home_ownership::RENT from 1.0 to 0.0
481,B,False,0.20660296633030611,0.05,0.039429920633008854,1,term:: 36 months from 0.0 to 1.0
481,B,False,0.20660296633030611,0.05,0.039429920633008854,1,term:: 60 months from 1.0 to 0.0
482,C,False,0.18541386543526991,0.05,0.03308053524422231,1,annual_inc from 39879.059394141426 to 66085.45986557804
482,C,False,0.18541386543526991,0.05,0.03308053524422231,1,revol_bal from 5706.858631625885 to 12602.222474979331
482,C,False,0.18541386543526991,0.05,0.03308053524422231,1,cr_hist from 92.80246748830754 to 171.39587691412487
482,C,False,0.18541386543526991,0.05,0.03308053524422231,1,purpose::debt_consolidation from 0.0 to 1.0
482,C,False,0.18541386543526991,0.05,0.03308053524422231,1,purpose::home_improvement from 1.0 to 0.0
482,C,False,0.18541386543526991,0.05,0.03308053524422231,1,verification_status::Not Verified from 1.0 to 0.0
482,C,False,0.18541386543526991,0.05,0.03308053524422231,1,verification_status::Source Verified from 0.0 to 1.0
482,C,False,0.18541386543526991,0.05,0.03308053524422231,1,term:: 36 months from 0.0 to 1.0
482,C,False,0.18541386543526991,0.05,0.03308053524422231,1,term:: 60 months from 1.0 to 0.0
482,C,False,0.18541386543526991,0.05,0.0464411495978248,2,annual_inc from 39879.059394141426 to 66085.45986557804
482,C,False,0.18541386543526991,0.05,0.0464411495978248,2,open_acc from 11.375 to 14.77534140625
482,C,False,0.18541386543526991,0.05,0.0464411495978248,2,cr_hist from 92.80246748830754 to 171.39587691412487
482,C,False,0.18541386543526991,0.05,0.0464411495978248,2,purpose::debt_consolidation from 0.0 to 1.0
482,C,False,0.18541386543526991,0.05,0.0464411495978248,2,purpose::home_improvement from 1.0 to 0.0
482,C,False,0.18541386543526991,0.05,0.0464411495978248,2,verification_status::Not Verified from 1.0 to 0.0
482,C,False,0.18541386543526991,0.05,0.0464411495978248,2,verification_status::Source Verified from 0.0 to 1.0
482,C,False,0.18541386543526991,0.05,0.0464411495978248,2,term:: 36 months from 0.0 to 1.0
482,C,False,0.18541386543526991,0.05,0.0464411495978248,2,term:: 60 months from 1.0 to 0.0
482,C,False,0.18541386543526991,0.05,0.04818043947471026,3,funded_amnt from 7000.0 to 14391.65375
482,C,False,0.18541386543526991,0.05,0.04818043947471026,3,annual_inc from 39879.059394141426 to 66085.45986557804
482,C,False,0.18541386543526991,0.05,0.04818043947471026,3,cr_hist from 92.80246748830754 to 171.39587691412487
482,C,False,0.18541386543526991,0.05,0.04818043947471026,3,purpose::debt_consolidation from 0.0 to 1.0
482,C,False,0.18541386543526991,0.05,0.04818043947471026,3,purpose::home_improvement from 1.0 to 0.0
482,C,False,0.18541386543526991,0.05,0.04818043947471026,3,verification_status::Not Verified from 1.0 to 0.0
482,C,False,0.18541386543526991,0.05,0.04818043947471026,3,verification_status::Source Verified from 0.0 to 1.0
482,C,False,0.18541386543526991,0.05,0.04818043947471026,3,term:: 36 months from 0.0 to 1.0
482,C,False,0.18541386543526991,0.05,0.04818043947471026,3,term:: 60 months from 1.0 to 0.0
483,G,False,0.24269960975805424,0.05,,0,No Explanation
484,A,False,0.049775909703595876,0.05,0.09798087212088186,1,fico_range_low from 780.0000000000001 to 695.6427500000001
484,A,False,0.049775909703595876,0.05,0.0772287050220769,2,dti from 1.3854852852852853 to 2.0512227454354353
484,A,False,0.049775909703595876,0.05,0.05334550931605652,3,verification_status::Source Verified from 0.0 to 1.0
484,A,False,0.049775909703595876,0.05,0.05334550931605652,3,verification_status::Verified from 1.0 to 0.0
484,A,False,0.049775909703595876,0.05,0.06486754898309709,4,revol_bal from 18119.819222438033 to 12602.222474979331
